teamscorepos,dateloc,possessions,totalDrama,perDrama
69 Saint Mary's 76 164 Santa Clara 54 [61],"Saturday, February 22, 2014 4:00 pm ET Leavey Center Santa Clara, CA",61,1.009,0.008408333
184 Western Kentucky 73 236 UNC Wilmington 58 [69],"Thursday, November 21, 2013 8:00 pm ET E.A. Diddle Arena Bowling Green, KY",69,1.1739,0.008385
24 UCLA 84 34 Stanford 59 [64],"Friday, March 14, 2014 11:30 pm ET MGM Grand Las Vegas, NV",64,1.0726,0.008379688
11 Iowa 83 299 Nebraska Omaha 75 [77],"Sunday, November 10, 2013 4:30 pm ET Carver-Hawkeye Arena Iowa City, IA",77,1.3406,0.00837875
155 East Carolina 81 245 UNC Asheville 70 [73],"Tuesday, November 26, 2013 5:00 pm ET Thomas M. Ryan Center Kingston, RI",73,1.2138,0.008371034
238 Western Carolina 78 345 The Citadel 60 [70],"Saturday, January 25, 2014 7:05 pm ET McAlister Field House Charleston, SC",70,1.1716,0.008368571
87 Delaware 86 190 Robert Morris 67 [68],"Saturday, November 30, 2013 12:00 pm ET Bob Carpenter Center Acierno Arena Newark, DE",68,1.1786,0.008358865
4 Syracuse 57 37 North Carolina 45 [60],"Saturday, January 11, 2014 12:00 pm ET Carrier Dome Syracuse, NY",60,0.9985,0.008320833
48 Missouri 80 56 West Virginia 71 [70],"Thursday, December 5, 2013 7:00 pm ET Mizzou Arena Columbia, MO",70,1.1812,0.00831831
239 Wofford 81 259 High Point 53 [69],"Monday, December 30, 2013 7:00 pm ET Johnson Arena Spartanburg, SC",69,1.1468,0.008310145
201 Southern 66 317 Alabama A&M 52 [63],"Saturday, January 25, 2014 6:30 pm ET F.G. Clark Center Baton Rouge, LA",63,1.0464,0.008304762
170 William & Mary 93 269 UNC Wilmington 70 [68],"Monday, February 17, 2014 7:00 pm ET Kaplan Arena Williamsburg, VA",68,1.1526,0.008292086
33 Harvard 70 153 Yale 58 [66],"Friday, March 7, 2014 7:30 pm ET John J. Lee Amphitheater New Haven, CT",66,1.1025,0.008289474
9 Wichita St. 78 168 Southern Illinois 67 [64],"Tuesday, February 11, 2014 8:00 pm ET Charles Koch Arena Wichita, KS",64,1.0856,0.008287023
73 George Washington 73 149 Georgia 55 [67],"Friday, January 3, 2014 7:00 pm ET Charles E. Smith Center Washington, DC",67,1.1256,0.008276471
11 Kentucky 70 60 Boise St. 55 [67],"Tuesday, December 10, 2013 9:00 pm ET Rupp Arena Lexington, KY",67,1.0669,0.008270543
35 VCU 69 220 Old Dominion 48 [66],"Sunday, December 8, 2013 1:30 pm ET Stuart Siegel Center Richmond, VA",66,1.1245,0.008268382
227 East Carolina 67 304 Rice 55 [63],"Saturday, February 22, 2014 5:00 pm ET Williams Arena at Minges Coliseum Greenville, NC",63,1.0578,0.008264063
147 UC Irvine 81 169 Eastern Washington 58 [67],"Sunday, November 24, 2013 7:00 pm ET Bren Events Center Irvine, CA",67,1.1302,0.008249635
66 Saint Joseph's 79 55 Dayton 53 [60],"Tuesday, February 25, 2014 7:00 pm ET Hagan Arena Philadelphia, PA",60,0.9734,0.008249153
149 Canisius 87 235 Monmouth 67 [65],"Sunday, January 12, 2014 2:00 pm ET Koessler Athletic Center Buffalo, NY",65,1.079,0.008236641
92 Nebraska 77 342 The Citadel 62 [69],"Saturday, December 21, 2013 8:30 pm ET Pinnacle Bank Arena Lincoln, NE",69,1.1688,0.008230986
206 Southern 60 280 Jackson St. 36 [64],"Monday, January 13, 2014 8:30 pm ET Clark Center Baton Rouge, LA",64,1.0288,0.0082304
199 IPFW 80 230 Dartmouth 64 [69],"Saturday, December 7, 2013 7:00 pm ET Allen County War Memorial Coliseum Fort Wayne, IN",69,1.1723,0.008197902
31 New Mexico 93 121 Fresno St. 77 [74],"Thursday, March 13, 2014 9:00 pm ET Thomas &amp; Mack Center Las Vegas, NV",74,1.1792,0.008188889
18 Creighton 68 57 California 54 [61],"Sunday, December 22, 2013 7:07 pm ET CenturyLink Center Omaha Omaha, NE",61,1.0146,0.008182258
51 Oklahoma 101 145 Tulsa 91 [75],"Saturday, December 14, 2013 5:00 pm ET Lloyd Noble Center Norman, OK",75,1.2513,0.008178431
47 Alabama 76 142 Texas Tech 64 [65],"Thursday, November 14, 2013 9:00 pm ET Coleman Coliseum Tuscaloosa, AL",65,1.0703,0.008170229
9 Syracuse 82 245 Cornell 60 [68],"Friday, November 8, 2013 7:00 pm ET Carrier Dome Syracuse, NY",68,1.1249,0.008151449
102 Utah 88 209 Ball St. 69 [69],"Wednesday, November 27, 2013 10:00 pm ET Huntsman Center Salt Lake City, UT",69,1.116,0.008145985
340 Howard 88 339 Maryland Eastern Shore 55 [69],"Saturday, January 18, 2014 4:00 pm ET Burr Arena Washington, DC",69,1.0317,0.008123622
210 Florida Gulf Coast 83 343 Kennesaw St. 62 [68],"Saturday, January 25, 2014 12:00 pm ET KSU Convocation Center Kennesaw, GA",68,1.1038,0.008116176
82 Georgia 66 217 Mississippi St. 45 [63],"Wednesday, March 5, 2014 7:00 pm ET Stegeman Coliseum Athens, GA",63,1.0223,0.008113492
7 Syracuse 72 129 Virginia Tech 52 [55],"Tuesday, January 7, 2014 9:00 pm ET Cassell Coliseum Blacksburg, VA",55,0.876,0.008111111
169 William & Mary 82 199 Northeastern 70 [70],"Saturday, February 8, 2014 7:00 pm ET Matthews Arena Boston, MA",70,1.1352,0.008108571
43 New Mexico 80 138 Colorado St. 73 [69],"Saturday, January 4, 2014 6:05 pm ET University Arena Albuquerque, NM",69,1.1426,0.008103546
46 Tennessee 87 22 Virginia 52 [62],"Monday, December 30, 2013 7:00 pm ET Thompson-Boling Arena Knoxville, TN",62,1.0194,0.008090476
63 Vermont 72 229 Hartford 47 [59],"Sunday, February 23, 2014 2:00 pm ET Patrick Gymnasium Burlington, VT",59,0.969,0.008075
126 American 59 182 Colgate 50 [63],"Wednesday, March 5, 2014 7:30 pm ET Bender Arena Sports Center Washington, DC",63,1.0151,0.008056349
186 Weber St. 65 351 Southern Utah 59 [60],"Saturday, January 18, 2014 9:00 pm ET Dee Events Center Ogden, UT",60,0.9664,0.008053333
47 BYU 91 171 Santa Clara 81 [74],"Saturday, January 18, 2014 10:00 pm ET Leavey Center Santa Clara, CA",74,1.2067,0.008044667
220 Brown 74 331 Binghamton 57 [73],"Sunday, November 10, 2013 3:30 pm ET Paul Bailey Pizzitola Sports Center Providence, RI",73,1.2066,0.008044
212 Hampton 89 339 North Carolina A&T 71 [75],"Thursday, March 6, 2014 8:00 pm ET Hampton Convocation Center Hampton, VA",75,1.1709,0.008019863
132 Western Michigan 73 324 Alabama A&M 69 [69],"Sunday, November 17, 2013 2:00 pm ET University Arena Kalamazoo, MI",69,1.1388,0.008019718
207 Hawaii 85 219 Tennessee St. 55 [72],"Friday, November 8, 2013 11:30 pm ET Stan Sheriff Center Honolulu, HI",72,1.1527,0.008004861
61 Green Bay 81 290 Illinois Chicago 70 [69],"Wednesday, February 5, 2014 8:00 pm ET Resch Center Green Bay, WI",69,1.1283,0.008002128
183 Oral Roberts 80 338 Houston Baptist 66 [71],"Thursday, February 13, 2014 8:30 pm ET Sharp Gymnasium Houston, TX",71,1.1677,0.007997945
84 Vanderbilt 75 281 Morgan St. 66 [74],"Saturday, November 23, 2013 5:00 pm ET Virgin Islands Sport &amp; Fitness Center St. Thomas, Virgin Islands",74,1.1908,0.007991946
294 Southeastern Louisiana 91 344 Lamar 65 [67],"Saturday, January 18, 2014 5:30 pm ET University Center Hammond, LA",67,1.0628,0.007990977
294 Navy 79 341 The Citadel 74 [72],"Wednesday, December 4, 2013 7:00 pm ET Alumni Hall Annapolis, MD",72,1.166,0.007986301
101 UNLV 81 234 Radford 62 [62],"Wednesday, December 18, 2013 10:00 pm ET Thomas &amp; Mack Center Las Vegas, NV",62,0.9976,0.0079808
76 California 77 199 Utah Valley 64 [66],"Wednesday, March 19, 2014 10:30 pm ET Haas Pavilion Berkeley, CA",66,1.0534,0.007980303
120 Miami FL 68 309 Savannah St. 51 [59],"Thursday, December 19, 2013 7:00 pm ET Tiger Arena Savannah, GA",59,0.9492,0.007976471
99 Manhattan 70 299 Marist 59 [69],"Friday, December 6, 2013 7:00 pm ET McCann Center Poughkeepsie, NY",69,1.108,0.007971223
85 West Virginia 77 195 Mount St. Mary's 62 [60],"Friday, November 8, 2013 8:00 pm ET WVU Coliseum Morgantown, WV",60,0.9792,0.007960976
37 Texas 87 23 Oklahoma St. 68 [71],"Tuesday, February 11, 2014 7:00 pm ET Erwin Center Austin, TX",71,1.1223,0.007959574
219 Texas A&M Corpus Chris 58 284 Nicholls St. 44 [52],"Saturday, March 8, 2014 3:30 pm ET American Bank Center Corpus Christi, TX",52,0.8356,0.007958095
16 Duke 79 108 Georgia Tech 57 [61],"Tuesday, January 7, 2014 7:00 pm ET Cameron Indoor Stadium Durham, NC",61,0.9786,0.007956098
81 Tulsa 70 283 Tulane 49 [63],"Thursday, March 13, 2014 2:00 pm ET Don Haskins Center El Paso, TX",63,0.9996,0.007933333
163 Western Kentucky 81 261 Troy 76 [72],"Thursday, February 13, 2014 8:00 pm ET E.A. Diddle Arena Bowling Green, KY",72,1.1472,0.007911724
131 Texas A&M 59 117 Wyoming 43 [63],"Wednesday, March 19, 2014 8:00 pm ET Reed Arena College Station, TX",63,1.0256,0.007889231
121 Stephen F. Austin 70 250 James Madison 57 [61],"Saturday, December 7, 2013 9:15 pm ET William R. Johnson Coliseum Nacogdoches, TX",61,1.0005,0.007877953
37 Colorado 80 148 Elon 63 [72],"Friday, December 13, 2013 8:30 pm ET Coors Events Center Boulder, CO",72,1.1573,0.007872789
232 Morgan St. 79 286 Coppin St. 64 [73],"Friday, March 14, 2014 8:00 pm ET Norfolk Scope Arena Norfolk, VA",73,1.1174,0.007869014
49 Harvard 86 135 Bryant 68 [69],"Wednesday, November 20, 2013 7:00 pm ET Lavietes Pavilion Boston, MA",69,1.0936,0.007867626
144 Yale 82 339 Cornell 65 [62],"Friday, February 21, 2014 7:00 pm ET Newman Arena Ithaca, NY",62,0.9749,0.007862097
116 Eastern Michigan 72 286 Central Michigan 60 [62],"Monday, March 10, 2014 7:30 pm ET Convocation Center Ypsilanti, MI",62,1.0042,0.007845313
41 Kansas St. 74 31 Texas 57 [64],"Saturday, February 8, 2014 1:30 pm ET Bramlage Coliseum Manhattan, KS",64,1.011,0.007837209
17 Virginia 78 15 Florida St. 66 [66],"Saturday, January 18, 2014 12:00 pm ET John Paul Jones Arena Charlottesville, VA",66,1.0574,0.007832593
8 Villanova 70 77 Seton Hall 53 [63],"Friday, February 7, 2014 7:00 pm ET The Pavilion Villanova, PA",63,0.9947,0.007832283
27 Tennessee 86 66 Mississippi 70 [68],"Wednesday, January 29, 2014 8:00 pm ET Thompson-Boling Arena Knoxville, TN",68,1.0565,0.007825926
94 Mercer 86 315 Jacksonville 49 [67],"Monday, December 30, 2013 7:00 pm ET Swisher Gym Jacksonville, FL",67,1.0876,0.00782446
91 Drake 94 186 Evansville 66 [70],"Wednesday, January 1, 2014 8:05 pm ET Knapp Center Des Moines, IA",70,1.1238,0.007804167
197 Northern Colorado 84 240 North Dakota 66 [67],"Sunday, December 29, 2013 4:00 pm ET Butler-Hancock Hall Greeley, CO",67,1.0655,0.007777372
85 Wake Forest 90 282 Jacksonville 83 [81],"Monday, November 18, 2013 7:00 pm ET Lawrence Joel Veterans Memorial Coliseum Winston-Salem, NC",81,1.2754,0.007776829
201 Old Dominion 86 261 Georgia Southern 69 [72],"Saturday, November 23, 2013 3:00 pm ET Constant Convocation Center Norfolk, VA",72,1.1251,0.00775931
11 Michigan St. 93 103 Delaware 78 [73],"Thursday, March 20, 2014 4:40 pm ET Veterans Memorial Arena Spokane, WA",73,1.1162,0.007751389
80 Mercer 68 214 Florida Gulf Coast 55 [72],"Thursday, January 23, 2014 7:00 pm ET Hawkins Arena Macon, GA",72,1.1064,0.007737063
49 BYU 88 139 Pacific 78 [69],"Thursday, January 30, 2014 9:00 pm ET Marriott Center Provo, UT",69,1.0771,0.007693571
101 Northern Iowa 95 215 Evansville 81 [68],"Wednesday, January 29, 2014 8:00 pm ET McLeod Center Cedar Falls, IA",68,1.06,0.007681159
5 Florida 78 112 Alabama 69 [63],"Saturday, February 8, 2014 12:00 pm ET Stephen C. O'Connell Center Gainesville, FL",63,0.9745,0.007673228
15 Kentucky 69 216 Mississippi St. 59 [65],"Saturday, February 8, 2014 1:30 pm ET Humphrey Coliseum Starkville, MS",65,1.0201,0.007669925
70 Maryland 77 100 Georgia Tech 61 [70],"Saturday, January 4, 2014 2:00 pm ET Comcast Center College Park, MD",70,1.0643,0.007656835
170 Utah Valley 62 281 Chicago St. 55 [62],"Saturday, January 25, 2014 9:05 pm ET UCCU Center Orem, UT",62,0.9798,0.007654688
15 Virginia 68 72 Notre Dame 53 [61],"Tuesday, January 28, 2014 9:00 pm ET Joyce Center South Bend, IN",61,0.9563,0.0076504
158 UCF 79 347 Howard 64 [67],"Wednesday, December 11, 2013 7:00 pm ET CFE Arena Orlando, FL",67,1.0554,0.007647826
13 Arizona 74 75 New Mexico St. 48 [62],"Wednesday, December 11, 2013 9:00 pm ET McKale Center Tucson, AZ",62,0.932,0.007639344
57 Saint Mary's 88 119 San Francisco 73 [60],"Saturday, January 11, 2014 6:00 pm ET McKeon Pavilion Moraga, CA",60,0.9078,0.007628571
62 Mississippi 75 211 Louisiana Monroe 62 [69],"Wednesday, December 18, 2013 7:00 pm ET C.M. 'Tad' Smith Coliseum Oxford, MS",69,1.044,0.007620438
188 Detroit 77 242 Florida Atlantic 44 [66],"Friday, November 22, 2013 7:00 pm ET Calihan Hall Detroit, MI",66,1.005,0.007613636
115 American 58 241 Army 54 [63],"Saturday, February 22, 2014 2:00 pm ET Bender Arena Sports Center Washington, DC",63,0.9499,0.0075992
127 Towson 80 266 James Madison 71 [66],"Saturday, March 8, 2014 6:00 pm ET Baltimore Arena Baltimore, MD",66,1.0182,0.007598507
150 Charlotte 73 262 FIU 61 [64],"Saturday, February 1, 2014 7:00 pm ET Dale F. Halton Arena Charlotte, NC",64,0.9878,0.007598462
133 Tulsa 94 178 North Texas 63 [74],"Saturday, February 1, 2014 4:05 pm ET Donald Reynolds Center Tulsa, OK",74,1.1464,0.007592053
59 Colorado 68 196 Washington St. 63 [65],"Wednesday, February 5, 2014 9:30 pm ET Coors Events Center Boulder, CO",65,1.0015,0.007587121
119 Belmont 76 311 Jacksonville St. 53 [65],"Saturday, March 1, 2014 5:30 pm ET Pete Mathews Coliseum Jacksonville, AL",65,1.009,0.007586466
5 Ohio St. 65 119 Wyoming 50 [57],"Monday, November 25, 2013 7:00 pm ET Value City Arena Columbus, OH",57,0.8799,0.007585345
171 East Carolina 91 318 McNeese St. 62 [72],"Monday, November 25, 2013 5:00 pm ET Thomas M. Ryan Center Kingston, RI",72,1.1066,0.007579452
93 UC Santa Barbara 67 308 UC Davis 54 [59],"Saturday, March 1, 2014 8:00 pm ET The Pavilion Davis, CA",59,0.9018,0.007578151
171 Northwestern St. 88 290 Nicholls St. 72 [70],"Thursday, March 13, 2014 6:00 pm ET Leonard E. Merrell Center Katy, TX",70,1.057,0.00755
105 Florida St. 91 267 Jacksonville 67 [82],"Friday, November 8, 2013 8:00 pm ET Donald L. Tucker Center Tallahassee, FL",82,1.1828,0.007533758
89 Ohio 81 142 Evansville 59 [65],"Saturday, November 30, 2013 2:00 pm ET Convocation Center Athens, OH",65,0.97,0.00751938
169 Old Dominion 69 317 UTSA 61 [66],"Thursday, February 6, 2014 7:00 pm ET Constant Convocation Center Norfolk, VA",66,1.0072,0.007516418
6 Iowa 76 142 Northwestern 50 [65],"Saturday, January 25, 2014 12:00 pm ET Welsh-Ryan Arena Evanston, IL",65,0.9764,0.007510769
160 Louisiana Lafayette 92 292 McNeese St. 66 [76],"Tuesday, November 12, 2013 8:05 pm ET Cajun Dome Lafayette, LA",76,1.1409,0.007505921
173 William & Mary 78 265 James Madison 56 [59],"Saturday, January 18, 2014 4:00 pm ET Kaplan Arena Williamsburg, VA",59,0.8853,0.007502542
23 Arizona 73 152 Cal Poly 62 [61],"Friday, November 8, 2013 10:00 pm ET McKale Center Tucson, AZ",61,0.885,0.0075
94 Washington 72 196 Washington St. 49 [62],"Friday, February 28, 2014 10:30 pm ET Alaska Airlines Arena Seattle, WA",62,0.9218,0.007494309
175 Charleston Southern 70 251 Coastal Carolina 58 [65],"Wednesday, January 8, 2014 7:30 pm ET CSU Fieldhouse Charleston, SC",65,0.9966,0.007493233
85 UAB 67 300 Chattanooga 52 [63],"Wednesday, December 18, 2013 8:00 pm ET Bartow Arena Birmingham, AL",63,0.9471,0.00745748
238 Old Dominion 77 341 Howard 57 [66],"Wednesday, November 13, 2013 7:00 pm ET Constant Convocation Center Norfolk, VA",66,1.0267,0.007439855
45 Harvard 83 258 Penn 63 [66],"Friday, February 21, 2014 7:00 pm ET Palestra Philadelphia, PA",66,0.9722,0.007421374
41 Connecticut 84 145 UCF 61 [69],"Saturday, January 11, 2014 6:00 pm ET Gampel Pavilion Storrs, CT",69,1.0456,0.007415603
21 San Diego St. 63 94 UNLV 52 [67],"Saturday, January 18, 2014 6:05 pm ET Viejas Arena at Aztec Bowl San Diego, CA",67,0.9329,0.007403968
231 Southeast Missouri St. 102 303 Tennessee St. 94 [80],"Saturday, January 11, 2014 6:30 pm ET Show Me Center Cape Girardeau, MO",80,1.197,0.007388889
190 Wofford 71 285 Georgia Southern 57 [60],"Sunday, March 9, 2014 8:30 pm ET U.S. Cellular Center Asheville, NC",60,0.8864,0.007386667
78 Southern Miss 74 155 Morehead St. 60 [67],"Wednesday, December 4, 2013 8:00 pm ET Reed Green Coliseum Hattiesburg, MS",67,1.0109,0.007378832
67 Manhattan 90 196 Siena 68 [73],"Thursday, January 16, 2014 7:00 pm ET Draddy Gymnasium Riverdale, NY",73,1.0694,0.007375172
95 Indiana St. 82 249 Ball St. 73 [64],"Saturday, November 9, 2013 1:05 pm ET Hulman Center Terre Haute, IN",64,0.9291,0.00737381
182 IPFW 95 313 SIU Edwardsville 75 [76],"Saturday, December 14, 2013 7:00 pm ET Gates Sports Center Fort Wayne, IN",76,1.1041,0.007360667
78 New Mexico St. 90 291 Texas Pan American 78 [70],"Saturday, January 25, 2014 9:00 pm ET Pan American Center Las Cruces, NM",70,1.0375,0.007358156
177 Yale 71 290 New Hampshire 61 [61],"Saturday, December 7, 2013 4:30 pm ET Lee Amphitheater New Haven, CT",61,0.896,0.007344262
45 Arkansas 110 88 Mississippi 80 [84],"Wednesday, March 5, 2014 8:00 pm ET Bud Walton Arena Fayetteville, AR",84,1.1675,0.007342767
9 Tennessee 86 50 Massachusetts 67 [71],"Friday, March 21, 2014 2:45 pm ET PNC Arena Raleigh, NC",71,1.0414,0.007333803
117 North Carolina Central 67 338 South Carolina St. 53 [64],"Saturday, February 15, 2014 6:00 pm ET Smith-Hammond-Middleton Center Orangeburg, SC",64,0.9312,0.007332283
71 St. John's 69 226 Dartmouth 55 [66],"Saturday, January 18, 2014 6:00 pm ET Carnesecca Arena Jamaica, NY",66,0.9738,0.007321805
102 Seton Hall 86 129 DePaul 69 [70],"Saturday, January 25, 2014 6:00 pm ET Prudential Center Newark, NJ",70,1.0164,0.00731223
142 Virginia Tech 105 274 VMI 92 [81],"Monday, November 18, 2013 7:00 pm ET Cassell Coliseum Blacksburg, VA",81,1.155,0.007310127
232 UNC Wilmington 69 280 Campbell 50 [66],"Tuesday, December 3, 2013 7:00 pm ET Trask Coliseum Wilmington, NC",66,0.9562,0.007299237
109 Washington St. 78 192 Pepperdine 61 [69],"Sunday, December 15, 2013 8:00 pm ET Friel Court Pullman, WA",69,1.014,0.007294964
103 Iona 84 274 Fairfield 75 [67],"Friday, January 10, 2014 7:00 pm ET Hynes Athletics Center New Rochelle, NY",67,0.992,0.007294118
22 Villanova 94 130 USC 79 [80],"Thursday, November 28, 2013 1:00 pm ET Imperial Arena at Atlantis Resort Nassau, Bahamas",80,1.1564,0.007272956
89 Green Bay 74 257 Fairfield 58 [70],"Saturday, December 21, 2013 2:00 pm ET Resch Center Green Bay, WI",70,1.0253,0.007271631
167 Oral Roberts 75 344 Lamar 67 [65],"Thursday, February 27, 2014 8:30 pm ET Mabee Center Tulsa, OK",65,0.9523,0.007269466
98 Buffalo 88 210 Bowling Green 65 [71],"Saturday, March 8, 2014 2:30 pm ET Alumni Arena Buffalo, NY",71,1.0467,0.00726875
28 Gonzaga 83 133 Pepperdine 68 [70],"Thursday, February 13, 2014 9:00 pm ET McCarthey Athletic Center Spokane, WA",70,1.0313,0.007262676
6 Kansas 67 102 UTEP 63 [66],"Saturday, November 30, 2013 7:00 pm ET Imperial Arena at Atlantis Resort Nassau, Bahamas",66,0.9513,0.007261832
175 Western Kentucky 72 266 Louisiana Monroe 63 [65],"Saturday, February 22, 2014 8:00 pm ET E.A. Diddle Arena Bowling Green, KY",65,0.965,0.007255639
237 Hartford 69 329 Binghamton 42 [62],"Saturday, March 8, 2014 8:30 pm ET SEFCU Arena Albany, NY",62,0.8679,0.0072325
19 San Diego St. 73 117 Nevada 58 [57],"Saturday, February 8, 2014 10:00 pm ET Viejas Arena at Aztec Bowl San Diego, CA",57,0.8241,0.007228947
26 Harvard 74 168 Vermont 68 [66],"Saturday, December 21, 2013 4:00 pm ET Lavietes Pavilion Boston, MA",66,0.9468,0.007227481
302 Navy 73 305 UMBC 58 [68],"Saturday, November 23, 2013 7:00 pm ET Alumni Hall Annapolis, MD",68,1.0181,0.007220567
6 Tennessee 83 81 Mercer 63 [56],"Sunday, March 23, 2014 6:10 pm ET PNC Arena Raleigh, NC",56,0.8362,0.007208621
43 Oregon 100 172 San Francisco 82 [80],"Sunday, November 24, 2013 8:00 pm ET Matthew Knight Arena Eugene, OR",80,1.1099,0.007207143
14 Villanova 90 148 Temple 74 [68],"Saturday, February 1, 2014 4:00 pm ET Liacouras Center Philadelphia, PA",68,0.9943,0.007205072
7 Wichita St. 78 153 Drake 61 [65],"Saturday, January 25, 2014 8:05 pm ET Knapp Center Des Moines, IA",65,0.9277,0.007191473
38 Maryland 67 337 Abilene Christian 44 [64],"Wednesday, November 13, 2013 7:00 pm ET Comcast Center College Park, MD",64,0.8962,0.0071696
322 Sacramento St. 77 350 Southern Utah 49 [58],"Saturday, January 11, 2014 9:00 pm ET Centrum Arena Cedar City, UT",58,0.8232,0.007158261
181 Sam Houston St. 81 336 Houston Baptist 63 [64],"Saturday, February 1, 2014 4:45 pm ET Johnson Coliseum Huntsville, TX",64,0.9158,0.007154688
41 Missouri 72 226 Southern Illinois 59 [69],"Tuesday, November 12, 2013 9:00 pm ET Mizzou Arena Columbia, MO",69,1.007,0.007141844
2 Syracuse 61 89 Notre Dame 55 [54],"Monday, February 3, 2014 7:00 pm ET Carrier Dome Syracuse, NY",54,0.7765,0.007123853
189 Duquesne 94 316 UMBC 88 [76],"Wednesday, December 4, 2013 7:00 pm ET A.J. Palumbo Center Pittsburgh, PA",76,1.0967,0.007121429
91 Toledo 94 277 Florida Atlantic 74 [74],"Sunday, November 24, 2013 1:30 pm ET Calihan Hall Detroit, MI",74,1.018,0.007069444
